,Unnamed: 0,name,prompt,adj1,adj2,style,mos_quality,std_quality,mos_align,std_align,gemma_al
359,528,DALLE2_normal_236.jpg,"short - haired short butch tomboy blonde engineer, top view, close-up",top view,close-up,,3.715984722,0.771924597,3.897011287,0.473197245,0.55
360,897,midjourney_lowstep_007.jpg,a cat doing karaoke,,,,2.821971923,0.621457002,3.679897602,0.461713348,0.85
361,1422,midjourney_normal_240.jpg,"photoreal portrait of a futuristic intricate robot, top view, blurred detail",top view,blurred detail,,3.956504603,0.733022817,3.193491547,0.767706711,0.05
362,2168,sd1.5_lowstep_086.jpg,"a very drunk person named aaron, sci-fi style",,,sci-fi style,2.223207403,0.482324333,1.734292996,1.140776424,0.75
363,2155,sd1.5_lowstep_073.jpg,"otter making a disgusted face, abstract style",,,abstract style,2.715217134,0.57973726,2.70330186,0.511054154,0.85
364,1735,sd1.5_highcorr_253.jpg,"a biomechanical cyborg torso abandoned in a factory, close-up, HDR lighting",close-up,HDR lighting,,3.44620302,0.785345922,3.239106761,0.809848391,0.85
365,2610,sd1.5_normal_228.jpg,"a kitten with two little goat horns on his head, warm color, blurred detail",warm color,blurred detail,,2.687865421,0.290862527,2.479686745,0.58435777,0.95
366,120,AttnGAN_normal_120.jpg,"die cut sticker of a pair of lips , warm color",warm color,,,0.940601322,0.32253825,0.69188714,0.257002627,0.65
367,1949,sd1.5_lowcorr_167.jpg,"two women working in a recording studio, hyper detail",hyper detail,,,1.866501955,0.475149339,2.926636646,0.37306119,0.75
368,2290,sd1.5_lowstep_208.jpg,"french fastfood adventure pixar movie poster , soft lighting, abstract style",soft lighting,,abstract style,2.674859949,0.648672431,3.128885477,0.655573301,0.65
369,746,glide_normal_156.jpg,"an adventure party resting in a tavern, blurred detail",blurred detail,,,0.776328629,0.432207255,1.325066167,1.217743496,0.2
370,2063,sd1.5_lowcorr_281.jpg,"portrait of a philippine character in a scenic environment, top view, hyper detail, sci-fi style",top view,hyper detail,sci-fi style,1.676521125,0.58418893,1.934023105,0.891791895,0.35
371,313,DALLE2_normal_014.jpg,a small leopard gecko,,,,2.954193289,0.812933299,3.752111454,0.466311259,0.95
372,1263,midjourney_normal_078.jpg,"tree of life embroidered scene, abstract style",,,abstract style,3.344956193,0.645564813,3.410832372,0.893313365,0.95
373,233,AttnGAN_normal_233.jpg,"a penguin slipping on a banana in the antarctic , warm color, HDR lighting",warm color,HDR lighting,,0.269225899,0.675057729,0.38908069,0.543379109,0.05
374,839,glide_normal_249.jpg,"a female elven warrior wearing platinum breastplate, close-up, hyper detail",close-up,hyper detail,,0.617747593,0.413010783,0.720093959,1.049281717,0.05
375,2978,xl2.2_normal_296.jpg,"bloodborne werewolf howling in yharnam with full moon in background, blurred detail, soft lighting, sci-fi style",blurred detail,soft lighting,sci-fi style,3.25960126,0.530618658,3.055730638,1.248363527,0.75
376,111,AttnGAN_normal_111.jpg,"grand canyon full of potato salad, sci-fi style",,,sci-fi style,1.178897031,0.887921448,0.534118347,0.439784078,0.05
377,1621,sd1.5_highcorr_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,1.678769845,0.770325933,2.462303257,1.118537851,0.85
378,218,AttnGAN_normal_218.jpg,"a masonic illuminati waiting room with a couch, soft lighting, abstract style",soft lighting,,abstract style,0.970807385,0.335987081,0.686697692,0.651149521,0.15
379,612,glide_normal_022.jpg,panda chef in a kitchen,,,,1.527555519,0.522455718,0.909339471,0.608624901,0.65
380,2398,sd1.5_normal_016.jpg,very sad rabbit crying,,,,3.744508689,0.352841522,2.141295149,0.566794798,0.65
381,761,glide_normal_171.jpg,"grumpy disney princess sitting in a cave, cold color",cold color,,,0.212533273,0.929852104,0.518653615,0.616824934,0.05
382,772,glide_normal_182.jpg,"a female warrior in charming phenix armor, top view, realistic style",top view,,realistic style,1.255971063,0.644909035,1.354623028,1.099963697,0.15
383,1779,sd1.5_highcorr_297.jpg,"cute fluffy baby cheetah lion hybrid mixed creature character concept, blurred detail, HDR lighting, realistic style",blurred detail,HDR lighting,realistic style,2.210104633,0.72110922,2.508900426,1.028168339,0.75
384,1922,sd1.5_lowcorr_140.jpg,"cute great old ones sitting in a bar, warm color",warm color,,,2.39306082,0.846976622,3.180326333,0.845804481,0.85
385,727,glide_normal_137.jpg,"white fur furry mothman movie scene , hyper detail",hyper detail,,,1.405543444,0.581477013,2.129102676,0.784282731,0.75
386,2349,sd1.5_lowstep_267.jpg,"beautiful viking woman surrounded by treasure and gold, cold color, long-shot, realistic style",cold color,long-shot,realistic style,3.195617381,0.426949656,2.678331145,0.537606169,0.85
387,387,DALLE2_normal_092.jpg,"steampunk walter white portrait , realistic style",,,realistic style,2.974361596,0.553719554,2.433914506,1.0900711,0.75
388,1188,midjourney_normal_002.jpg,man lost in space,,,,3.912443678,0.2383012,3.609476773,0.425648521,0.85
389,1340,midjourney_normal_156.jpg,"an adventure party resting in a tavern, blurred detail",blurred detail,,,3.324474137,0.792160381,3.654274032,0.395306435,0.75
390,736,glide_normal_146.jpg,"cute fluffy lion cheetah hybrid mixed, blurred detail",blurred detail,,,1.866501955,0.402894545,2.740407521,0.633372729,0.65
391,2672,sd1.5_normal_290.jpg,"a portrait of girl chronomancer glass jewelry padlocks fantasy, long-shot, blurred detail, anime style",long-shot,blurred detail,anime style,2.321609349,0.509909457,2.30429821,0.496500566,0.85
392,1395,midjourney_normal_211.jpg,"a woman in a trench coat looking out a window, cold color, sci-fi style",cold color,,sci-fi style,4.239255074,0.756955721,4.220378228,0.404162637,0.85
393,2905,xl2.2_normal_223.jpg,"small group of nomads staying at ancient ruins, cold color, elevation view",cold color,elevation view,,3.273863243,0.412937897,3.080115584,0.331007859,0.45
394,1133,midjourney_lowstep_247.jpg,"a saint noble high priestess pray for god in church, elevation view, HDR lighting",elevation view,HDR lighting,,1.161274584,0.870232351,1.739360402,0.993663214,0.45
395,2688,xl2.2_normal_006.jpg,a river in a forest,,,,3.572719808,0.386334369,3.831912184,0.396420043,0.95
396,135,AttnGAN_normal_135.jpg,"a set of different trees and bushes, long-shot",long-shot,,,1.161804194,0.262886939,0.361141351,0.584548535,0.1
397,2963,xl2.2_normal_281.jpg,"portrait of a philippine character in a scenic environment, top view, hyper detail, sci-fi style",top view,hyper detail,sci-fi style,2.852156791,0.604865507,2.247340947,0.93799862,0.25
398,2153,sd1.5_lowstep_071.jpg,"smart sri lanka buddhist monk, sci-fi style",,,sci-fi style,2.747600946,0.604099624,2.169304869,0.689175386,0.2
399,1229,midjourney_normal_043.jpg,a frog wearing police cap,,,,3.699236596,0.485243741,3.923113018,0.346015229,0.95
400,2241,sd1.5_lowstep_159.jpg,"person walking inside a timeless bubble, HDR lighting",HDR lighting,,,2.247000453,0.983127353,2.921613433,0.438141979,0.75
401,366,DALLE2_normal_071.jpg,"smart sri lanka buddhist monk, sci-fi style",,,sci-fi style,3.0785433,0.294893564,3.082998995,0.828123302,0.65
402,845,glide_normal_255.jpg,"magician god holding a divine staff character design, long-shot, HDR lighting",long-shot,HDR lighting,,1.020469898,0.211483272,1.03178009,0.82341782,0.2
403,1135,midjourney_lowstep_249.jpg,"a female elven warrior wearing platinum breastplate, close-up, hyper detail",close-up,hyper detail,,3.091620808,0.63233062,3.364639327,0.541394703,0.85
404,29,AttnGAN_normal_029.jpg,legendary river of slugs,,,,0.747278376,0.747544955,0.530505137,0.639145334,0.05
405,2008,sd1.5_lowcorr_226.jpg,"an anatomically correct cybertronic human heart, cold color, close-up",cold color,close-up,,3.373697126,0.642405757,2.60460913,0.881042691,0.65
406,2794,xl2.2_normal_112.jpg,"gorgeous young scandanavian woman, realistic style",,,realistic style,3.360750593,0.721483737,3.480852014,0.459137976,0.75
407,2719,xl2.2_normal_037.jpg,demon queen with red eyes,,,,3.9689969,0.447164098,3.679897602,0.68220337,0.95
408,1392,midjourney_normal_208.jpg,"french fastfood adventure pixar movie poster , soft lighting, abstract style",soft lighting,,abstract style,3.727517958,0.18079734,3.285944521,0.79068756,0.65
409,1432,midjourney_normal_250.jpg,"a dramatic photo of a mountain made of layered cake, long-shot, blurred detail",long-shot,blurred detail,,3.723651273,0.578175109,3.50945668,0.329614767,0.85
410,183,AttnGAN_normal_183.jpg,"radioactive alien mushrooms in the forest , elevation view, abstract style",elevation view,,abstract style,1.871148587,0.586890464,1.471372759,1.007367299,0.2
411,1075,midjourney_lowstep_187.jpg,"softboy aesthetic in ancient greek clothing, hyper detail, realistic style",hyper detail,,realistic style,2.852156791,0.413610383,2.366720668,0.596493898,0.75
412,188,AttnGAN_normal_188.jpg,"portrait painting of a west hightland white, soft lighting, abstract style",soft lighting,,abstract style,1.252358797,0.496913564,1.137109539,1.334494852,0.2
413,170,AttnGAN_normal_170.jpg,"portrait of butterflies swarming flowers, warm color",warm color,,,1.04513849,0.439440104,0.927777366,0.722836313,0.2
414,1450,midjourney_normal_268.jpg,"spaceport on a vast desert planet with ships taking off, warm color, blurred detail, abstract style",warm color,blurred detail,abstract style,3.195617381,0.990744144,3.088035221,0.828012958,0.85
415,43,AttnGAN_normal_043.jpg,a frog wearing police cap,,,,1.23918794,0.91838711,0.605682672,0.788806643,0.15
416,87,AttnGAN_normal_087.jpg,"a tonalism portrait of a ghost , realistic style",,,realistic style,0.965602553,0.285318521,0.659590655,0.816063936,0.35
417,1226,midjourney_normal_040.jpg,an elaborate robot coding,,,,3.352004521,0.589893141,3.303761333,0.813347974,0.65
418,1381,midjourney_normal_197.jpg,"storm troopers cosplaying the power rangers , hyper detail, realistic style",hyper detail,,realistic style,4.012553286,0.5098866,3.458587836,0.682991401,0.15
419,2981,xl2.2_normal_299.jpg,"beautiful fluffy baby giraffe cheetah hybrid mixed creature character concept, hyper detail, HDR lighting, baroque style",hyper detail,HDR lighting,baroque style,3.60083465,0.486499893,3.467108847,0.549443718,0.45
420,282,AttnGAN_normal_282.jpg,"strange mythical plankton near a waterfall trying to escape, elevation view, blurred detail, realistic style",elevation view,blurred detail,realistic style,1.128999889,0.681000061,1.008066046,0.454621569,0.25
421,1078,midjourney_lowstep_190.jpg,"delicious peanut butter donut with glazing , warm color, anime style",warm color,,anime style,2.48951242,0.731428893,3.457831122,0.38390976,0.95
422,1412,midjourney_normal_228.jpg,"a kitten with two little goat horns on his head, warm color, blurred detail",warm color,blurred detail,,3.319686232,0.322498018,3.159306031,1.025665151,0.95
423,1025,midjourney_lowstep_137.jpg,"white fur furry mothman movie scene , hyper detail",hyper detail,,,1.541134741,0.552565501,2.178397609,0.848077185,0.65
424,486,DALLE2_normal_194.jpg,"a cyborg jellyfish swimming in a vast ocean, close-up, baroque style",close-up,,baroque style,2.493724965,0.788517999,3.050789396,0.994837245,0.65
425,2720,xl2.2_normal_038.jpg,christmas at kelly family,,,,3.207226865,0.629460473,3.945913227,0.405501461,0.95
426,742,glide_normal_152.jpg,"grumpy the elder gods sitting in a bar, top view",top view,,,0.887752418,0.424835218,1.26688872,0.774552914,0.35
427,2192,sd1.5_lowstep_110.jpg,"painted portrait of intense woman, anime style",,,anime style,2.7089479,0.562640047,2.545756544,0.647984848,0.85
428,1925,sd1.5_lowcorr_143.jpg,"portrait of squids swarming the ocean, elevation view",elevation view,,,2.600314118,0.808938022,2.968775923,0.672392872,0.95
429,2437,sd1.5_normal_055.jpg,a small ocean full of life,,,,2.058266369,0.644567027,2.711185223,0.844196893,0.95
430,149,AttnGAN_normal_149.jpg,"a plasticine model of a goblin raider, HDR lighting",HDR lighting,,,0.792278167,0.506241108,1.56824891,1.571595243,0.15
431,1578,sd1.5_highcorr_096.jpg,"meme about making peanut butter , sci-fi style",,,sci-fi style,0.293108755,0.338753948,0.361194066,0.363500637,0.05
432,2899,xl2.2_normal_217.jpg,"a portrait photo of a beautiful female android, hyper detail, realistic style",hyper detail,,realistic style,3.658936789,0.193393978,3.506852145,0.418503563,0.85
433,2377,sd1.5_lowstep_295.jpg,"depressed people standing around an hourglass with little sand left, long-shot, HDR lighting, anime style",long-shot,HDR lighting,anime style,3.244560073,0.468803669,1.662380313,0.661853118,0.15
434,2429,sd1.5_normal_047.jpg,stalin tapdancing on stage,,,,2.233367001,0.327660304,2.820363609,1.368970073,0.25
435,2099,sd1.5_lowstep_017.jpg,tragedy of the commons,,,,2.166977719,0.845650652,1.700092683,1.144708255,0.65
436,1317,midjourney_normal_133.jpg,"a blue abyss underwater concept art, elevation view",elevation view,,,3.727351438,0.548720487,3.3417077,0.596346055,0.95
437,134,AttnGAN_normal_134.jpg,"a biomechanical orchid heart fusion, close-up",close-up,,,1.646853146,0.676823078,1.084487051,0.831167112,0.25
438,1706,sd1.5_highcorr_224.jpg,"lovers being pulled apart across space and time, warm color, close-up",warm color,close-up,,2.38429134,0.587029487,2.354782696,1.179384133,0.45
439,1789,sd1.5_lowcorr_007.jpg,a cat doing karaoke,,,,2.354106472,0.475679937,1.972767588,0.643913468,0.15
440,812,glide_normal_222.jpg,"interior of cosmic highway created by the gods, cold color, top view",cold color,top view,,1.461647503,0.595324829,1.389857248,1.102855681,0.2
441,978,midjourney_lowstep_090.jpg,"little girl with a mushroom hat, anime style",,,anime style,2.788955814,0.716836379,3.506852145,0.628736472,0.95
442,1061,midjourney_lowstep_173.jpg,"ancient japanese fantasy garden at night, elevation view",elevation view,,,1.794295116,0.435944596,2.601056923,0.954981303,0.75
443,755,glide_normal_165.jpg,"a female hand holding a red fresh apple, long-shot",long-shot,,,1.311956077,0.611615037,0.376135781,0.448357682,0.2
444,2468,sd1.5_normal_086.jpg,"a very drunk person named aaron, sci-fi style",,,sci-fi style,2.65595515,0.798843897,2.283154863,0.806050454,0.2
445,2708,xl2.2_normal_026.jpg,a painting of a eclipse,,,,2.938008313,0.867315489,3.4459796,0.414911994,0.85
446,1869,sd1.5_lowcorr_087.jpg,"a tonalism portrait of a ghost , realistic style",,,realistic style,2.010516065,0.740772782,2.377248288,0.870247219,0.65
447,430,DALLE2_normal_136.jpg,"man in his late 40 s wearing a suit, blurred detail",blurred detail,,,3.108728168,0.572480138,3.154626828,0.462788241,0.75
448,2177,sd1.5_lowstep_095.jpg,"moon sea with stars and galaxies, anime style",,,anime style,3.145505394,0.757041718,3.080115584,0.815425236,0.85
449,1711,sd1.5_highcorr_229.jpg,"a heavily bloodied horrified pretty young woman, warm color, hyper detail",warm color,hyper detail,,3.365299544,0.657345464,3.429200187,0.607995139,0.75
450,900,midjourney_lowstep_010.jpg,face shot of a woman,,,,3.066652656,0.426446392,3.592509994,0.774877561,0.95
451,1264,midjourney_normal_079.jpg,"the infernal dark gun magicks , baroque style",,,baroque style,3.700231162,0.844881086,2.401039388,1.167818513,0.85
452,221,AttnGAN_normal_221.jpg,"goose being zipped - up by man in orange shirt, warm color, elevation view",warm color,elevation view,,1.195774268,0.774368242,0.589762748,0.678976019,0.25
453,1913,sd1.5_lowcorr_131.jpg,"cute fluffy baby panda lion hybrid , cold color",cold color,,,2.980532355,0.603574748,2.723869967,0.4276736,0.95
454,1575,sd1.5_highcorr_093.jpg,"photo of tony danza eating chili, abstract style",,,abstract style,2.986543045,0.505309462,2.355533995,0.683890224,0.85
455,602,glide_normal_012.jpg,life bar and mana bar,,,,1.010879855,0.226619409,0.731218487,0.967764084,0.05
456,1507,sd1.5_highcorr_025.jpg,a still of breaking bad,,,,2.803217798,0.702450233,2.921613433,1.120409468,0.95
457,2127,sd1.5_lowstep_045.jpg,superman punches the pope,,,,2.418144251,0.600207823,2.787496228,0.958706981,0.75
458,173,AttnGAN_normal_173.jpg,"ancient japanese fantasy garden at night, elevation view",elevation view,,,1.197015678,0.463075247,0.970486009,0.802485632,0.1
459,2355,sd1.5_lowstep_273.jpg,"exploring an epic organic and colourful underground city, warm color, HDR lighting, abstract style",warm color,HDR lighting,abstract style,3.494295005,0.684522826,3.634307323,0.638156861,0.75
460,2407,sd1.5_normal_025.jpg,a still of breaking bad,,,,2.86026573,0.646840626,3.263002682,0.563582887,0.95
461,1916,sd1.5_lowcorr_134.jpg,"a biomechanical orchid heart fusion, close-up",close-up,,,3.00308113,0.845032166,2.71292186,1.050939945,0.85
462,2780,xl2.2_normal_098.jpg,"cute fox in suit dancing in club, abstract style",,,abstract style,3.374329815,0.973526158,3.358399036,1.187163793,0.95
463,2910,xl2.2_normal_228.jpg,"a kitten with two little goat horns on his head, warm color, blurred detail",warm color,blurred detail,,3.613766055,0.213495242,2.032736844,0.918836006,0.75
464,2821,xl2.2_normal_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,3.089166137,0.445107788,3.425191569,0.676576705,0.95
465,1442,midjourney_normal_260.jpg,"mickey mouse head automaton held by a mechanical claw, warm color, top view, anime style",warm color,top view,anime style,3.374823956,0.637439532,2.51693257,0.612916747,0.85
466,1602,sd1.5_highcorr_120.jpg,"die cut sticker of a pair of lips , warm color",warm color,,,2.135311817,0.876753497,3.510154573,0.527472029,0.95
467,927,midjourney_lowstep_037.jpg,demon queen with red eyes,,,,2.972896262,0.545480585,3.238192633,0.632500712,0.95
468,314,DALLE2_normal_015.jpg,santa claus on drugs,,,,2.505030811,0.409191015,3.345634382,0.652234055,0.75
469,152,AttnGAN_normal_152.jpg,"grumpy the elder gods sitting in a bar, top view",top view,,,0.735230234,0.416405875,0.678198368,0.436174359,0.05
470,2685,xl2.2_normal_003.jpg,a cosmic universe,,,,3.184220697,1.124471208,3.425191569,0.724002858,0.95
471,2226,sd1.5_lowstep_144.jpg,"pendant of a silver starfish necklace, close-up",close-up,,,3.486039015,0.638759799,4.038036765,0.242974448,0.95
472,1582,sd1.5_highcorr_100.jpg,"a small garden buzzing with bees, anime style",,,anime style,2.410204999,0.387821818,2.47896401,0.805884317,0.65
473,423,DALLE2_normal_129.jpg,"portrait of a beautiful young woman, HDR lighting",HDR lighting,,,3.61615084,0.379964553,3.506852145,0.322021207,0.85
474,272,AttnGAN_normal_272.jpg,"frontal portrait of female adult twins in the apocalypse, warm color, soft lighting, realistic style",warm color,soft lighting,realistic style,0.79958578,0.384147354,0.432769184,0.469000019,0.15
475,270,AttnGAN_normal_270.jpg,"european woodcut of a wooden sailing vessel on a stormy, cold color, blurred detail, anime style",cold color,blurred detail,anime style,0.875752826,0.420010054,0.864811115,0.630528357,0.35
476,557,DALLE2_normal_266.jpg,"scottish stone cairn inside a glass jar buried in sand, cold color, close-up, sci-fi style",cold color,close-up,sci-fi style,2.630872609,0.498768714,3.056705093,0.542011433,0.2
477,1241,midjourney_normal_056.jpg,survival in a winter forest,,,,3.686651939,0.714138926,3.302738591,0.830557787,0.95
478,844,glide_normal_254.jpg,"portrait of beautiful woman with magical nebula hair, long-shot, soft lighting",long-shot,soft lighting,,1.733569058,0.966438918,0.556273636,0.604741239,0.05
479,756,glide_normal_166.jpg,"a cybertronic metallic green tree frog , blurred detail",blurred detail,,,2.403882268,0.47099903,2.811881174,0.523423959,0.75
480,765,glide_normal_175.jpg,"a portrait of the mri brain damage demon, long-shot",long-shot,,,0.0,0.262100544,0.56773439,1.381980439,0.2
481,2789,xl2.2_normal_107.jpg,"spritesheet game asset vector art, realistic style",,,realistic style,3.235341707,0.554705545,2.794502694,1.079455403,0.2
482,2215,sd1.5_lowstep_133.jpg,"a blue abyss underwater concept art, elevation view",elevation view,,,2.749685568,0.860031087,2.545756544,1.519557482,0.85
483,903,midjourney_lowstep_013.jpg,everything is a dream,,,,0.862881799,0.786103358,1.047561688,0.706540313,0.6
484,929,midjourney_lowstep_039.jpg,beautiful topaz girl dark,,,,2.644930029,0.494554346,2.657701443,0.821962912,0.75
485,2646,sd1.5_normal_264.jpg,"a hyper intricate oil portrait red cathedral interior, warm color, close-up, baroque style",warm color,close-up,baroque style,1.765019055,1.050067049,2.272678902,0.879612429,0.35
486,2577,sd1.5_normal_195.jpg,"unique epic pink space elf knight adventurer, long-shot, anime style",long-shot,,anime style,2.363781612,0.656202967,2.840103111,0.408384298,0.75
487,819,glide_normal_229.jpg,"a heavily bloodied horrified pretty young woman, warm color, hyper detail",warm color,hyper detail,,0.552320411,0.272355203,0.69188714,0.539664844,0.05
488,257,AttnGAN_normal_257.jpg,"dragons flyring around a snowcapped fantasy mountain, blurred detail, HDR lighting",blurred detail,HDR lighting,,1.126728573,0.297581066,0.890685279,0.964770893,0.1
489,2877,xl2.2_normal_195.jpg,"unique epic pink space elf knight adventurer, long-shot, anime style",long-shot,,anime style,2.808870337,0.790198638,3.469961038,0.507609893,0.45
490,1927,sd1.5_lowcorr_145.jpg,"kraken is using large sponge for bath, long-shot",long-shot,,,2.326531297,0.917069093,1.929631016,0.620513963,0.35
491,139,AttnGAN_normal_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,1.435991833,0.556396706,1.221288303,1.189454258,0.05
492,1027,midjourney_lowstep_139.jpg,"digital painting of a lake at sunset, HDR lighting",HDR lighting,,,1.921352979,0.828247388,2.913115479,1.3902629,0.6
493,1760,sd1.5_highcorr_278.jpg,"dark grey skinned female goblin with an oversized red axe, elevation view, close-up, abstract style",elevation view,close-up,abstract style,0.402281536,0.936608861,1.289002558,0.918706739,0.1
494,676,glide_normal_086.jpg,"a very drunk person named aaron, sci-fi style",,,sci-fi style,1.075025374,0.679539917,0.720129493,0.496435028,0.05
495,2576,sd1.5_normal_194.jpg,"a cyborg jellyfish swimming in a vast ocean, close-up, baroque style",close-up,,baroque style,3.063450866,0.550197002,3.285944521,0.479663706,0.45
496,254,AttnGAN_normal_254.jpg,"portrait of beautiful woman with magical nebula hair, long-shot, soft lighting",long-shot,soft lighting,,1.179543421,0.346498991,0.369089989,0.685083185,0.05
497,1902,sd1.5_lowcorr_120.jpg,"die cut sticker of a pair of lips , warm color",warm color,,,2.659178911,0.846416853,2.75903949,0.770234617,0.65
498,1073,midjourney_lowstep_185.jpg,"die cut sticker of chibi cute golf player , long-shot, anime style",long-shot,,anime style,2.560585504,0.642368089,2.999704571,0.863080312,0.95
499,2486,sd1.5_normal_104.jpg,"a biomechanical cybertronic frog, baroque style",,,baroque style,2.804002459,1.111505684,3.358399036,0.642459183,0.95
